"","day","nitrate","jday","pCO2_atmos","temp","bottomtemp","wind","dNO3","pCO2","DIC","slDON","slDOC","airseaFlux","deltapCO2","TEPC","PON","POC","remin_overconsumption","BML_DIC","BML_NO3","total_C"
"22",22,12,22,396.545113698798,6.62256947414673,5.51880789512227,11.1667832975051,0,384.77335172503,2132.99488099825,0,0,3381.90662309901,11.8136318625063,0,0,0,0,2132.99488099825,12,213299488.099825
"23",23,12,23,396.501293680877,6.59134175568335,5.49278479640279,11.1539502922569,0,384.320878846745,2133.02989450383,0,0,3501.35055767305,12.2242348520532,0,0,0,0,2133.02989450383,12,213302989.450383
"24",24,12,24,396.455536590033,6.5608317015644,5.46735975130367,11.1405500013667,0,383.883423479269,2133.06604327932,0,0,3614.87754962055,12.6178702016076,0,0,0,0,2133.06604327932,12,213306604.327932
"25",25,12,25,396.407856059678,6.53104840231903,5.44254033526586,11.126586417477,0,383.460959470706,2133.10326830082,0,0,3722.50214926767,12.9945771193264,0,0,0,0,2133.10326830082,12,213310326.830081
"26",26,12,26,396.358266296317,6.50200073193838,5.41833394328198,11.1120637010643,0,383.053459055689,2133.14151072951,0,0,3824.24286914349,13.3543970039884,0,0,0,0,2133.14151072951,12,213314151.072951
"27",27,12,27,396.306782075317,6.47369734523156,5.39474778769297,11.0969861792,0,382.660892905393,2133.18071195066,0,0,3920.12211578906,13.6973733909246,0,0,0,0,2133.18071195066,12,213318071.195066
"28",28,12,28,396.253418736499,6.44614667524695,5.37178889603912,11.0813583442604,0,382.283230175718,2133.22081361185,0,0,4010.16611834382,14.0235518995993,0,0,0,0,2133.22081361185,12,213322081.361185
"29",29,12,29,396.198192179572,6.4193569307595,5.34946410896625,11.0651848525891,0,381.920438553359,2133.26175766039,0,0,4094.40485396556,14.3329801831401,0,0,0,0,2133.26175766039,12,213326175.766039
"30",30,12,30,396.141118859396,6.39333609382498,5.32778007818748,11.0484705231089,0,381.572484299853,2133.30348638009,0,0,4172.87197030337,14.6257078797197,0,0,0,0,2133.30348638009,12,213330348.638009
"31",31,12,31,396.082215781075,6.36809191740167,5.30674326450139,11.0312203358863,0,381.239332293643,2133.34594242714,0,0,4245.60470512726,14.9017865657534,0,0,0,0,2133.34594242714,12,213334594.242714
"32",32,12,32,396.021500494894,6.34363192304037,5.28635993586698,11.0134394306477,0,380.920946070037,2133.38906886517,0,0,4312.64380324002,15.1612697110376,0,0,0,0,2133.38906886517,12,213338906.886517
"33",33,12,33,395.95899109109,6.31996339864331,5.26663616553609,10.9951331052479,0,380.617287859197,2133.43280919948,0,0,4374.03343084365,15.4042126356977,0,0,0,0,2133.43280919948,12,213343280.919948
"34",34,12,34,395.89470619446,6.29709339629274,5.24757783024395,10.9763068140918,0,380.328318622189,2133.47710741036,0,0,4429.82108746047,15.6306724689017,0,0,0,0,2133.47710741036,12,213347710.741036
"35",35,12,35,395.82866495881,6.27502873014974,5.22919060845811,10.9569661665088,0,380.053998084696,2133.52190798551,0,0,4480.05751553632,15.8407081097633,0,0,0,0,2133.52190798551,12,213352190.798551
"36",36,12,36,395.760887061256,6.2537759744239,5.21147997868658,10.937116925082,0,379.794284769066,2133.56715595159,0,0,4524.79660798769,16.034380189744,0,0,0,0,2133.56715595159,12,213356715.595159
"37",37,12,37,395.69139269635,6.23334146141457,5.19445121784547,10.916765003931,0,379.549136024081,2133.61279690473,0,0,4564.09531363453,16.2117510371747,0,0,0,0,2133.61279690473,12,213361279.690473
"38",38,12,38,395.620202570072,6.21373127962409,5.17810939968674,10.8959164669497,0,379.318508052837,2133.65877704014,0,0,4598.01354084008,16.3728846435128,0,0,0,0,2133.65877704014,12,213365877.704014
"39",39,12,39,395.547337893658,6.19495127194376,5.16245939328646,10.8745775259997,0,379.102355938524,2133.70504318073,0,0,4626.61405938756,16.5178466315484,0,0,0,0,2133.70504318073,12,213370504.318073
"40",40,12,40,395.472820377276,6.17700703391287,5.14750586159406,10.8527545390595,0,378.900633668228,2133.75154280474,0,0,4649.96240079835,16.6467042254293,0,0,0,0,2133.75154280474,12,213375154.280474
"41",41,12,41,395.396672223565,6.15990391205158,5.13325326004299,10.8304540083297,0,378.71329415483,2133.79822407231,0,0,4668.12675719507,16.7595262224457,0,0,0,0,2133.79822407231,12,213379822.407231
"42",42,12,42,395.318916121012,6.14364700226786,5.11970583522321,10.8076825782964,0,378.540289256771,2133.8450358511,0,0,4681.17787883533,16.8563829667939,0,0,0,0,2133.8450358511,12,213384503.58511
"43",43,12,43,395.239575237198,6.12824114833915,5.10686762361596,10.7844470337508,0,378.381569795912,2133.8919277408,0,0,4689.18897051907,16.9373463251004,0,0,0,0,2133.8919277408,12,213389192.77408
"44",44,12,44,395.15867321189,6.1136909404692,5.094742450391,10.7607542977679,0,378.23708557348,2133.93885009667,0,0,4692.23558694802,17.0024896637177,0,0,0,0,2133.93885009667,12,213393885.009667
"45",45,12,45,395.076234150004,6.10000071392034,5.08333392826695,10.7366114296439,0,378.106785383941,2133.98575405195,0,0,4690.39552718077,17.0518878279493,0,0,0,0,2133.98575405195,12,213398575.405195
"46",46,12,46,394.992282614414,6.08717454772184,5.07264545643487,10.7120256227927,0,377.990617027173,2134.03259153923,0,0,4683.74872836547,17.0856171228309,0,0,0,0,2134.03259153923,12,213403259.153923
"47",47,12,47,394.906843618643,6.07521626345453,5.06268021954544,10.6870042026026,0,377.888527318407,2134.07931531082,0,0,4672.37715878475,17.1037552960074,0,0,0,0,2134.07931531082,12,213407931.531082
"48",48,12,48,394.819942619403,6.06412942411213,5.05344118676011,10.6615546242537,0,377.800462096622,2134.12587895792,0,0,4656.36471049867,17.1063815220209,0,0,0,0,2134.12587895792,12,213412587.895792
"49",49,12,49,394.731605509013,6.05391733303971,5.04493111086642,10.6356844704967,0,377.726366230759,2134.17223692884,0,0,4635.79709153099,17.0935763886442,0,0,0,0,2134.17223692884,12,213417223.692884
"50",50,12,50,394.641858607686,6.04458303294938,5.03715252745782,10.6094014493936,0,377.666183624278,2134.21834454602,0,0,4610.76171790758,17.0654218847356,0,0,0,0,2134.21834454602,12,213421834.454602
"51",51,12,51,394.550728655681,6.03612930501376,5.03010775417813,10.5827133920209,0,377.619857217858,2134.26415802207,0,0,4581.34760553383,17.0220013898277,0,0,0,0,2134.26415802207,12,213426415.802207
"52",52,12,52,394.458242805344,6.02855866803731,5.02379889003109,10.5556282501365,0,377.587328990118,2134.30963447469,0,0,4547.64526210099,16.963399665563,0,0,0,0,2134.30963447469,12,213430963.447469
"53",53,12,53,394.364428613011,6.02187337770584,5.01822781475486,10.5281540938104,0,377.568539956886,2134.35473194048,0,0,4509.74657917778,16.8897028484587,0,0,0,0,2134.35473194048,12,213435473.194048
"54",54,12,54,394.269314030801,6.01607542591442,5.01339618826202,10.5002991090201,0,377.563430168315,2134.39940938773,0,0,4467.74472447512,16.8009984446964,0,0,0,0,2134.39940938773,12,213439940.938773
"55",55,12,55,394.172927398285,6.01116654017392,5.00930545014493,10.4720715952119,0,377.571938704577,2134.44362672808,0,0,4421.73403459437,16.697375326223,0,0,0,0,2134.44362672808,12,213444362.672808
"56",56,12,56,394.075297434045,6.00714818309626,5.00595681924688,10.4434799628276,0,377.594003669691,2134.48734482716,0,0,4371.80990818906,16.5789237285937,0,0,0,0,2134.48734482716,12,213448734.482716
"57",57,12,57,393.976453227118,6.00402155195863,5.00335129329886,10.4145327307989,0,377.629562183704,2134.53052551416,0,0,4318.06869977524,16.4457352503417,0,0,0,0,2134.53052551416,12,213453052.551416
"58",58,12,58,393.876424228324,6.00178757834679,5.00148964862232,10.3852385240091,0,377.678550373225,2134.5731315903,0,0,4260.60761424938,16.2979028538927,0,0,0,0,2134.5731315903,12,213457313.15903
"59",59,12,59,393.775240241494,6.00044692787745,5.00037243989788,10.3556060707234,0,377.74090336032,2134.61512683632,0,0,4199.5246022332,16.1355208680042,0,0,0,0,2134.61512683632,12,213461512.683632
"60",60,12,60,393.672931414593,6,5,10.325644199988,0,377.816555249883,2134.65647601888,0,0,4134.91825635163,15.9586849916116,0,0,0,0,2134.65647601888,12,213465647.601888
"61",61,12,61,393.569528230731,6,5,10.2953618389998,0,377.905439115308,2134.69714489597,0,0,4066.88770852281,15.7674922992855,0,0,0,0,2134.69714489597,12,213469714.489597
"62",62,12,62,393.465061499085,6.00044692787745,5.00037243989788,10.2647680104463,0,378.00007473628,2134.7371001876,0,0,3995.52916305416,15.5694534944514,0,0,0,0,2134.7371001876,12,213473710.01876
"63",63,12,63,393.359562345719,6.00178757834679,5.00148964862232,10.2338718298176,0,378.100433796105,2134.77632841656,0,0,3922.82289608934,15.3646277029803,0,0,0,0,2134.77632841656,12,213477632.841656
"64",64,12,64,393.253062204306,6.00402155195863,5.00335129329886,10.2026825026897,0,378.213903378226,2134.81481672152,0,0,3848.83049604593,15.1456589674927,0,0,0,0,2134.81481672152,12,213481481.672152
"65",65,12,65,393.14559280677,6.00714818309626,5.00595681924688,10.1712093219827,0,378.340414060599,2134.85253422229,0,0,3771.75007734292,14.9126481437077,0,0,0,0,2134.85253422229,12,213485253.422229
"66",66,12,66,393.037186173823,6.01116654017392,5.00930545014493,10.139461665191,0,378.479895314343,2134.88945103766,0,0,3691.6815365921,14.6656974924271,0,0,0,0,2134.88945103766,12,213488945.103766
"67",67,12,67,392.927874605429,6.01607542591442,5.01339618826202,10.1074489915899,0,378.632275481238,2134.92553828527,0,0,3608.72476098793,14.4049106925854,0,0,0,0,2134.92553828527,12,213492553.828527
"68",68,12,68,392.81769067118,6.02187337770584,5.01822781475486,10.0751808394169,0,378.797481749716,2134.96076808062,0,0,3522.97953506674,14.1303928557133,0,0,0,0,2134.96076808062,12,213496076.808062
"69",69,12,69,392.70666720059,6.02855866803731,5.02379889003109,10.0426668230299,0,378.975440129677,2134.99511353511,0,0,3434.54544921552,13.8422505415026,0,0,0,0,2134.99511353511,12,213499511.353511
"70",70,12,70,392.594837273315,6.03612930501376,5.03010775417813,10.0099166300424,0,379.166075426004,2135.02854875321,0,0,3343.52180993598,13.5405917745858,0,0,0,0,2135.02854875321,12,213502854.875321
"71",71,12,71,392.482234209298,6.04458303294938,5.03715252745782,9.9769400184372,0,379.369311210881,2135.06104882873,0,0,3250.00755197238,13.225526062434,0,0,0,0,2135.06104882873,12,213506104.882873
"72",72,12,72,392.368891558836,6.05391733303971,5.04493111086642,9.94374681365903,0,379.585069795005,2135.09258984026,0,0,3154.10115235618,12.8971644142925,0,0,0,0,2135.09258984026,12,213509258.984026
"73",73,12,73,392.254843092589,6.06412942411213,5.05344118676011,9.91034690568691,0,379.813272197446,2135.12314884572,0,0,3055.90054642211,12.5556193613893,0,0,0,0,2135.12314884572,12,213512314.884572
"74",74,12,74,392.140122791518,6.07521626345453,5.06268021954544,9.87675024608749,0,380.053838114835,2135.15270387618,0,0,2955.50304592283,12.2010049777544,0,0,0,0,2135.15270387618,12,213515270.387618
"75",75,12,75,392.024764836756,6.08717454772184,5.07264545643487,9.84296684504996,0,380.306685889038,2135.18123392877,0,0,2853.00525915075,11.8334369024798,0,0,0,0,2135.18123392877,12,213518123.392877
"76",76,12,76,391.908803599426,6.10000071392034,5.08333392826695,9.80900676840346,0,380.571732474218,2135.2087189589,0,0,2748.5030133305,11.4530323625377,0,0,0,0,2135.2087189589,12,213520871.89589
"77",77,12,77,391.792273630403,6.1136909404692,5.094742450391,9.77488013461797,0,380.848893402795,2135.2351398717,0,0,2642.09127913165,11.0599101966317,0,0,0,0,2135.2351398717,12,213523513.98717
"78",78,12,78,391.675209650013,6.12824114833915,5.10686762361596,9.74059711178949,0,381.138082750434,2135.26047851267,0,0,2533.8640974745,10.6541908799686,0,0,0,0,2135.26047851267,12,213526047.851267
"79",79,12,79,391.557646537694,6.14364700226786,5.11970583522321,9.70616791461044,0,381.43921310044,2135.28471765776,0,0,2423.91450865519,10.2359965495727,0,0,0,0,2135.28471765776,12,213528471.765776
"80",80,12,80,391.439619321602,6.15990391205158,5.13325326004299,9.67160280132617,0,381.752195507006,2135.30784100259,0,0,2312.33448375492,9.80545103068772,0,0,0,0,2135.30784100259,12,213530784.100259
"81",81,12,81,391.32116316817,6.17700703391287,5.14750586159406,9.63691207067848,0,382.076939458094,2135.32983315118,0,0,2199.21485850784,9.36267986350737,0,0,0,0,2135.32983315118,12,213532983.315118
"82",82,12,82,391.202313371639,6.19495127194376,5.16245939328646,9.60210605883712,0,382.413352837263,2135.35067960387,0,0,2084.64526949826,8.90781033090724,0,0,0,0,2135.35067960387,12,213535067.960387
"83",83,12,83,391.083105343532,6.21373127962409,5.17810939968674,9.56719513632008,0,382.761341885129,2135.3703667448,0,0,1968.7140928833,8.44097148651042,0,0,0,0,2135.3703667448,12,213537036.67448
"84",84,12,84,390.96357460211,6.23334146141457,5.19445121784547,9.5321897049037,0,383.120811160054,2135.38888182866,0,0,1851.50838552854,7.96229418347821,0,0,0,0,2135.38888182866,12,213538888.182866
"85",85,12,85,390.843756761787,6.2537759744239,5.21147997868658,9.49710019452341,0,383.491663498405,2135.40621296695,0,0,1733.11382868097,7.47191110370534,0,0,0,0,2135.40621296695,12,213540621.296695
"86",86,12,86,390.723687522519,6.27502873014974,5.22919060845812,9.46193706016616,0,383.873799974331,2135.42234911369,0,0,1613.61467414051,6.96995678745594,0,0,0,0,2135.42234911369,12,213542234.911369
"87",87,12,87,390.603402659164,6.29709339629274,5.24757783024395,9.42671077875527,0,384.267119859037,2135.43728005062,0,0,1493.09369296808,6.45656766348151,0,0,0,0,2135.43728005062,12,213543728.005062
"88",88,12,88,390.48293801083,6.31996339864331,5.26663616553609,9.39143184602887,0,384.671520579739,2135.45099637188,0,0,1371.63212676663,5.93188207942501,0,0,0,0,2135.45099637188,12,213545099.637188
"89",89,11.2,89,390.362329470189,6.34363192304037,5.28635993586698,9.35611077341263,-0.800000000000001,385.207660765153,2135.51346185396,0,0,1249.30964151522,5.27527724567767,0,0,0,0,2135.45099637188,12,213546348.94683
"90",90,10.4,90,390.241612972788,6.36809191740167,5.30674326450139,9.3207580848879,-0.799999999999999,373.243429632943,2130.28848303713,0,0,1100.42366333774,17.1188998372465,0,16000,105600,0,2135.45099637188,12,213547449.370493
"91",91,9.6,91,390.120824486338,6.39333609382498,5.32778007818748,9.28538431385605,-0.800000000000001,362.082121662193,2125.18865608423,0,0,3603.46094202618,28.1594913105945,0,31182.8084272343,205806.535619747,0,2135.51841467664,12.0102148946596,213551052.831435
"92",92,8.8,92,390,6.4193569307595,5.34946410896625,9.25,-0.799999999999999,351.638976174081,2120.20377101378,0,0,5902.29859101081,38.4818483122565,0,45587.8388835992,300879.736631755,0,2135.64999966399,12.030152013955,213556955.130026
"93",93,8,93,389.879175513662,6.44614667524695,5.37178889603912,9.21461568614395,-0.800000000000001,341.840929041425,2115.32469128165,0,0,8018.40535742488,48.1590709585748,0,59252.5590607211,391066.889800759,0,2135.84266024937,12.059343011741,213564973.535384
"94",94,7.2,94,389.758387027212,6.47369734523156,5.39474778769297,9.1792419151121,-0.800000000000001,332.624656681446,2110.54320711863,0,0,9970.31673963554,57.2545188322161,0,72212.590605075,476603.097993495,0,2136.09345764696,12.0973426174366,213574943.852123
"95",95,6.4,95,389.637670529811,6.50200073193838,5.41833394328198,9.14388922658737,-0.799999999999999,323.934999472383,2105.85191337468,0,0,11774.1251209526,65.8233875548293,0,84501.8036408569,557711.904029655,0,2136.39959757151,12.1437274544893,213586717.977244
"96",96,5.6,96,389.51706198917,6.53104840231903,5.44254033526586,9.10856815397113,-0.800000000000001,315.723681689775,2101.24410711407,0,0,13443.8747877632,73.9139888400355,0,96152.4062495277,634605.881246883,0,2136.7584228563,12.1980949218809,213600161.852032
"97",97,4.8,97,389.396597340836,6.5608317015644,5.46735975130367,9.07328922124473,-0.799999999999999,307.948265042887,2096.71370124552,0,0,14991.8826291237,81.5687969462832,0,107195.029187463,707487.192637255,0,2137.16740646392,12.2600621351567,213615153.734661
"98",98,4,98,389.276312477481,6.59134175568335,5.49278479640279,9.03806293983384,-0.800000000000001,300.571287643092,2092.25515126037,0,0,16429.0002970594,88.825309697744,0,117658.806106722,776548.120304368,0,2137.62414486808,12.329264923666,213631582.734958
"99",99,3.2,99,389.156243238213,6.62256947414673,5.51880789512227,9.00289980547659,-0.799999999999999,293.559551224854,2087.8633927556,0,0,17764.8299044293,95.7167612526278,0,127571.449528539,841971.56688836,0,2138.12635178578,12.4053568808933,213649347.564863
"100",100,2.4,100,389.03642539789,6.65450555259591,5.54542129382993,8.96781029509631,-0.800000000000002,286.883527698044,2083.5337878846,0,0,19007.9025800744,102.272715540168,0,136959.322804633,903931.530510574,0,2138.6718522405,12.4880084649421,213668355.467443
"101",101,1.6,101,388.916894656468,6.68714047561506,5.57261706301255,8.93280486367992,-0.799999999999999,280.516862368479,2079.26207924108,0,0,20165.8271295818,108.519563029411,0,145847.508287842,962593.554699755,0,2139.25857693814,12.576906146402,213688521.294572
"102",102,0.800000000000001,102,388.797686628361,6.72046451956626,5.60038709963855,8.89789394116288,-0.799999999999999,274.435955942589,2075.04434996511,0,0,21245.4144806958,114.480938713879,0,154259.871920795,1018115.15467724,0,2139.88455693842,12.6717516009901,213709766.709053
"103",103,0,103,388.67883683183,6.7544677554867,5.62872312957225,8.86308792932152,-0.800000000000001,268.619611110229,2070.87698908483,0,0,22252.7823942513,120.178075518132,0,162219.124439288,1070646.2212993,0,2140.54791860564,12.7722609445089,213732019.491447
"104",104,0,104,388.560380678398,6.78914005204699,5.65761671003916,8.82839719867383,0,263.048732350205,2066.7566612848,0,0,23193.443999583,125.630104481625,0,169746.879375772,1120329.4038801,0,2141.24687882338,12.8781640078029,213755212.935447
"105",105,0,105,388.442353462306,6.82447107856987,5.68705923214156,8.79383208538956,0,265.181355273308,2067.96028043475,0,0,24072.3829989893,123.37902540509,0,160863.708037699,1061700.47304882,0,2141.97974045877,12.9892036495288,213779285.318446
"106",106,0,106,388.324790349987,6.86045030810821,5.71704192342351,8.75940288821051,0,267.298838886918,2069.13381609267,0,0,23470.71315829,121.143514575387,0,152428.212045483,1006026.19950019,0,2142.67566887813,13.0946473494315,213802756.031604
"107",107,0,107,388.207726369597,6.89706702058155,5.74755585048463,8.72511986538203,0,269.40092056975,2070.27778928373,0,0,22879.4638212481,118.923869780237,0,144418.434170508,953161.66552535,0,2143.33647555282,13.1947695728687,213825635.495425
"108",108,0,108,388.091196400574,6.93431030597017,5.77859192164181,8.69099323159654,0,271.487355190902,2071.39271915619,0,0,22298.5974491956,116.720371178695,0,136813.485104721,902969.001691159,0,2143.96388385075,13.289831436191,213847934.092875
"109",109,0,109,387.975235163244,6.97216906756574,5.81014088963811,8.65703315495004,0,273.557914730857,2072.47912259366,0,0,21728.0687494221,114.533281669717,0,129593.490673305,855317.038443813,0,2144.55953339134,13.3800813665837,213869662.161624
"110",110,0,110,387.859877208482,7.01063202527761,5.84219335439801,8.62324975391251,0,275.612387868156,2073.53751384485,0,0,21167.8250237529,112.362847295088,0,122739.54175793,810080.975602336,0,2145.12498417686,13.4657557280259,213890829.986648
"111",111,0,111,387.745156907411,7.04968771899377,5.87473976582814,8.5896530943131,0,277.650579534675,2074.56840417078,0,0,20617.8065186362,110.209297673807,0,116233.646784608,767142.068778413,0,2145.66172051215,13.5470794151924,213911447.793166
"112",112,0,112,387.631108441164,7.08932451199533,5.90777042666278,8.55625318634098,0,279.672310442364,2075.57230150956,0,0,20077.9467756049,108.072846465047,0,110058.686638397,726387.331813421,0,2146.17115472422,13.62426641702,213931525.739942
"113",113,0,113,387.517765790702,7.1295305944238,5.94127549535317,8.5230599815628,0,281.677416584473,2076.54971015861,0,0,19548.1729810504,105.953691856691,0,104198.371874933,687709.254374556,0,2146.6546306922,13.6975203515633,213951073.912923
"114",114,0,114,387.405162726685,7.17029398679978,5.97524498899982,8.49008336995761,0,283.665748714179,2077.50113047433,0,0,19028.4063142753,103.852017076523,0,98637.2021060747,651005.533900093,0,2147.11342719813,13.7670349736741,213970102.319237
"115",115,0,115,387.29333279941,7.21160254359232,6.00966878632694,8.45733317697009,0,285.637171803385,2078.42705858897,0,0,18518.562292874,101.767990923299,0,93360.4274438062,616178.821129121,0,2147.54876110777,13.8329946569524,213988620.88153
"116",116,0,116,387.18230932882,7.25344395683769,6.04453663069807,8.42481916058307,0,287.591564484846,2079.3279861447,0,0,18018.5511145722,99.7017683145637,0,88354.0118929901,583136.478493734,0,2147.96179039071,13.8955748513376,214006639.432645
"117",117,0,117,387.072125394571,7.29580575980653,6.07983813317211,8.39255100841009,0,289.528818479785,2080.20440004443,0,0,17528.2779946457,97.6534908490348,0,83604.5985896792,551790.350691882,0,2148.35361698824,13.954942517629,214024167.710639
"118",118,0,118,386.962813826177,7.3386753307184,6.11556277559867,8.36053833480901,0,291.448838014478,2081.05678221935,0,0,17047.6434982697,95.6232873800931,0,79099.4767874106,522056.54679691,0,2148.72528953692,14.0112565401574,214041215.354138
"119",119,0,119,386.85440719323,7.3820398965024,6.151699913752,8.32879067801732,0,293.351539227623,2081.88560941269,0,0,16576.5438669716,93.6112745985542,0,74826.5504993195,493855.233295509,0,2149.07780595569,14.0646681187585,214057791.898005
"120",120,0,120,386.746937795694,7.42588653660298,6.18823878050248,8.29731749731027,0,295.236849571541,2082.69135297963,0,0,16114.8713387016,91.6175576216887,0,70774.3087090011,467110.437479407,0,2149.41211590339,14.1153211411375,214073906.769343
"121",121,0,121,386.640437654281,7.47020218682959,6.22516848902466,8.26612817018244,0,297.104707209406,2083.47447870267,0,0,15662.5144608701,89.6422305862873,0,66931.7970678482,441749.860647798,0,2149.72912311379,14.1633525366519,214089569.283804
"122",122,0,122,386.534938500915,7.51497364324926,6.26247803604105,8.23523198955366,0,298.955060410647,2084.23544662247,0,0,15219.358395893,87.685377243634,0,63288.5910011174,417704.700607374,0,2150.02968761429,14.208892612486,214104788.6422
"123",123,0,123,386.430471769269,7.56018756612064,6.30015630510053,8.20463816100022,0,300.787866947105,2084.97471088341,0,0,14785.2852188398,85.74707155381,0,59834.7701492413,394909.482984992,0,2150.31462783457,14.2520653731345,214119573.927419
"124",124,0,124,386.327068585407,7.60583048386869,6.33819206989058,8.17435580001204,0,302.603093491405,2085.69271959375,0,0,14360.1742067438,83.8273782778637,0,56560.8940749263,373301.900894514,0,2150.5847226107,14.2929888240634,214133934.101626
"125",125,0,125,386.224759758506,7.65188879709852,6.3765739975821,8.14439392927664,0,304.400715020108,2086.38991469972,0,0,13943.9021193609,81.9263535652994,0,53457.9791703677,352822.662524426,0,2150.84071309033,14.3317752603704,214147878.003745
"126",126,0,126,386.123575771676,7.69834878264733,6.4152906522061,8.11476147599091,0,306.180714222937,2087.06673187327,0,0,13536.3434710166,80.0440455355684,0,50517.4767024894,333415.34623643,0,2151.08330454393,14.3685315412189,214161414.347216
"127",127,0,127,386.023546772882,7.7451965976733,6.45433049806109,8.08546726920113,0,307.943080920055,2087.72360041294,0,0,13137.3707934171,78.1804948516211,0,47731.2519374932,315026.262787455,0,2151.31316808704,14.4033593507813,214174551.718009
"128",128,0,128,385.924702565955,7.7924182837801,6.49368190315008,8.05652003717242,0,309.687811488792,2088.3609431574,0,0,12746.8548892281,76.3357352840903,0,45091.5642891798,297604.324308587,0,2151.53094231803,14.4363554463853,214187298.572899
